block_id,page,section,text,language,block_type,status,pair_id
p040_b0021,40,4.2.4,在医疗器械寿命期内，本集团可以得到该医疗器械的制造和实验文件。该期限应不少于 记录（见4.2.5）或相关法规要求所规定的保存期限。作废文件原件按QSP0401 规定保,mixed,paragraph,paired,chunk_008_pair_003
p041_b0001,41,4.2.4,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p041_b0002,41,4.2.4,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p041_b0003,41,4.2.4,页次Page No.： 第41页共83页,mixed,paragraph,header_footer,
p041_b0004,41,4.2.4,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p041_b0006,41,4.2.4,存。,zh,paragraph,paired,chunk_008_pair_003
p041_b0007,41,4.2.4,"At least one copy of obsolete controlled documents shall be retained. The period which this obsolete controlled document to be retained shall be documented and recorded in a procedure. This period ensures that the documents to which medical devices have been manufactured and tested are available for at least the lifetime of the medical device, but shall not be less than the retention period of any resulting record (see 4.2.5), or as specified by relevant regulatory requirements. The master copies of all superseded documents are retained in accordance with QSP0401.",en,paragraph,paired,chunk_008_pair_003
p041_b0008,41,4.2.5,4.2.5 记录控制Control of records,mixed,heading,standalone,
p041_b0010,41,4.2.5,集团公司应建立并维护记录，以提供符合质量管理体系要求和其有效运作的证据，记,zh,paragraph,paired,chunk_008_pair_004
p041_b0011,41,4.2.5,录应保持清晰，易于识别和检索。应编制形成文件的程序，以规定记录的识别，储,zh,paragraph,paired,chunk_008_pair_004
p041_b0012,41,4.2.5,存，保护，检索，保存期限和处置所需的控制措施。,zh,paragraph,paired,chunk_008_pair_004
p041_b0013,41,4.2.5,Records are established and maintained to provide evidence of conformity to requirements,en,paragraph,paired,chunk_008_pair_004
p041_b0014,41,4.2.5,and of the effective operation of the Quality Management System. The records that are,en,paragraph,paired,chunk_008_pair_004
p041_b0015,41,4.2.5,"maintained in their respective departments must be legible, readily identifiable and",en,paragraph,paired,chunk_008_pair_004
p041_b0016,41,4.2.5,retrievable. A documented procedure shall be established to define the controls needed for,en,paragraph,paired,chunk_008_pair_004
p041_b0017,41,4.2.5,"the identification, storage, protection, retrieval, retention time and disposition of records.",en,paragraph,paired,chunk_008_pair_004
p041_b0019,41,4.2.5,MC 不会收集保密健康信息。,mixed,paragraph,paired,chunk_008_pair_005
p041_b0020,41,4.2.5,No confidential health information shall be collected.,en,paragraph,paired,chunk_008_pair_005
p041_b0021,41,4.2.5,记录被保存的期限应至少相当于该医疗器械的寿命期，但不少于从组织发放产品的日 期起计2 年，或按相关法规之要求规定。记录按QSP0401（文件及记录控制）规定保 存。,mixed,paragraph,paired,chunk_008_pair_006
p041_b0022,41,4.2.5,"Records are retained for a period of time at least equivalent to the lifetime of the medical device, but not less than two years from the date of product released by the organization or as specified by relevant regulatory requirements. The records are retained in accordance with QSP0401 (Document and Record Control).",en,paragraph,paired,chunk_008_pair_006
p041_b0023,41,4.2.6,4.2.6 辅助程序Supporting Procedures,mixed,heading,standalone,
p041_b0024,41,4.2.6,QSP0401 文件及记录控制Document and Record Control,mixed,paragraph,standalone,
p041_b0025,41,4.2.6,QSP0723 監管策略 Regulatory Strategy,mixed,header_footer,header_footer,
p042_b0001,42,4.2.6,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p042_b0002,42,4.2.6,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p042_b0003,42,4.2.6,页次Page No.： 第42页共83页,mixed,paragraph,header_footer,
p042_b0004,42,4.2.6,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p042_b0006,42,5.0,5.0 管理职责Management responsibility,mixed,heading,standalone,
p042_b0007,42,5.1,5.1 管理承诺Management commitment,mixed,heading,standalone,
p042_b0009,42,5.1,最高管理者（指MediConcepts Group 的管理层，包括董事总经理、总经理、研发总监、业务开发总监、,mixed,paragraph,paired,chunk_008_pair_007
p042_b0010,42,5.1,市场总监、品质经理、各部门经理）承诺建立、实施质量管理体系并持续改进其有效性，其承诺可通过,zh,paragraph,paired,chunk_008_pair_007
p042_b0011,42,5.1,以下方式证明：,zh,paragraph,paired,chunk_008_pair_007
p042_b0012,42,5.1,"Senior management (defined as the management of MediConcepts Group, includes the Managing Director,",en,paragraph,paired,chunk_008_pair_007
p042_b0013,42,5.1,"General Manager, R&D Director, Business Development President, Marketing Director, Quality Manager and",en,paragraph,paired,chunk_008_pair_007
p042_b0014,42,5.1,Managers) is committed to the development and implementation of the Quality Management System and,en,paragraph,paired,chunk_008_pair_007
p042_b0015,42,5.1,"continually improving its effectiveness, demonstrated by:",en,paragraph,paired,chunk_008_pair_007
p042_b0016,42,5.1,a) 向公司传达满足客户以及法规要求的重要性；,mixed,paragraph,paired,chunk_008_pair_008
p042_b0017,42,5.1,Communicating to the company the importance of meeting customer as well as applicable regulatory requirements; b) 制订质量方针；,mixed,paragraph,paired,chunk_008_pair_008
p042_b0018,42,5.1,Establishing the quality policy; c) 确保质量目标的制订；,mixed,paragraph,paired,chunk_008_pair_009
p042_b0019,42,5.1,Ensuring that quality objectives are established; d) 进行管理评审；及,mixed,paragraph,paired,chunk_008_pair_009
p042_b0020,42,5.1,Conducting management reviews; and e) 确保资源的可获得性。,mixed,paragraph,unpaired,
p042_b0021,42,5.1,Ensuring the availability of resources.,en,paragraph,standalone,
p042_b0022,42,5.2,5.2 以顾客关注为焦点Customer focus,mixed,heading,header_footer,
p042_b0023,42,5.2,最高管理者负责确保顾客要求和适用的法律法规要求的重要性。,zh,paragraph,paired,chunk_009_pair_001
p042_b0024,42,5.2,Top management shall ensure that customer requirements and applicable regulatory requirements are determined and met.,en,paragraph,paired,chunk_009_pair_001
p042_b0025,42,5.3,5.3 质量方针Quality policy,mixed,heading,header_footer,
p042_b0026,42,5.3,最高管理者负责确保质量方针：,zh,paragraph,paired,chunk_009_pair_002
p042_b0027,42,5.3,Top management is responsible to ensure that the quality policy: a) 与集团公司的宗旨相适应；,mixed,paragraph,paired,chunk_009_pair_002
p042_b0028,42,5.3,Matches the mission of the Group: b) 包含对满足要求和维持质量管理体系有效性的承诺；,mixed,paragraph,paired,chunk_009_pair_003
p043_b0001,43,5.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p043_b0002,43,5.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p043_b0003,43,5.3,页次Page No.： 第43页共83页,mixed,paragraph,header_footer,
p043_b0004,43,5.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p043_b0006,43,5.3,Includes a commitment to comply with requirements and to maintain the effectiveness of the Quality Management System: c) 提供制订和评审质量目标的框架；,mixed,paragraph,paired,chunk_009_pair_003
p043_b0007,43,5.3,Provides a framework for establishing and reviewing quality objectives: d) 在集团公司内达至沟通和理解；和,mixed,paragraph,paired,chunk_009_pair_004
p043_b0008,43,5.3,Is communicated and understood within the group: and e) 在持续合适性方面得到评审。,mixed,paragraph,paired,chunk_009_pair_004
p043_b0009,43,5.3,Is reviewed for continuing suitability.,en,paragraph,missing_chinese,chunk_009_pair_005
p043_b0010,43,5.4,5.4 策划Planning,mixed,heading,header_footer,
p043_b0012,43,5.4.1,5.4.1 质量目标Quality Objective,mixed,heading,header_footer,
p043_b0013,43,5.4.1,最高管理层负责确保在集团公司的相关职能和层次上建立质量目标，包括满足产品要求,zh,paragraph,paired,chunk_009_pair_006
p043_b0014,43,5.4.1,和适用的法规要求。质量目标应为可测量的并与质量方针保持一致。,zh,paragraph,paired,chunk_009_pair_006
p043_b0015,43,5.4.1,"Top management is responsible to ensure that quality objectives, including those needed to",en,paragraph,paired,chunk_009_pair_006
p043_b0016,43,5.4.1,"meet applicable regulatory requirements and requirements for product, are established at",en,paragraph,paired,chunk_009_pair_006
p043_b0017,43,5.4.1,relevant functions and levels. The quality objectives are measurable and consistent with the,en,paragraph,paired,chunk_009_pair_006
p043_b0018,43,5.4.1,quality policy.,en,paragraph,paired,chunk_009_pair_006
p043_b0019,43,5.4.2,5.4.2 质量管理体系策划Quality Management System planning,mixed,heading,header_footer,
p043_b0020,43,5.4.2,最高管理者负责确保Top management is responsible to ensure that a) 以满足4.1 及质量目标的要求为目的进行质量管理体系策划。,mixed,paragraph,paired,chunk_009_pair_007
p043_b0021,43,5.4.2,"The planning of the quality management system is carried out in order to meet the requirements given in 4.1, as well as the quality objectives; b) 在对质量管理体系的变更进行策划和实施时，质量管理体系的完整性得以维持。",mixed,paragraph,paired,chunk_009_pair_007
p043_b0022,43,5.4.2,The integrity of the Quality Management System is maintained when changes to the Quality Management System are planned and implemented.,en,paragraph,missing_chinese,chunk_009_pair_008
p044_b0001,44,5.4.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p044_b0002,44,5.4.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p044_b0003,44,5.4.2,页次Page No.： 第44页共83页,mixed,paragraph,header_footer,
p044_b0004,44,5.4.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p044_b0006,44,5.5,"5.5 职责、权限和沟通Responsibility, authority and communication",mixed,heading,header_footer,
p044_b0008,44,5.5.1,5.5.1 职责和权限Responsibility and authority,mixed,heading,header_footer,
p044_b0009,44,5.5.1,管理架构如公司的组织架构所示（见3.0），显示各相关职能间的相互关系及完成任务,zh,paragraph,paired,chunk_009_pair_009
p044_b0010,44,5.5.1,所需的独立性和权限。,zh,paragraph,paired,chunk_009_pair_009
p044_b0011,44,5.5.1,The company organization charts (see 3.0) show the interrelationship between the functions,en,paragraph,paired,chunk_009_pair_009
p044_b0012,44,5.5.1,concerned and the independence and authority necessary to perform the tasks.,en,paragraph,paired,chunk_009_pair_009
p044_b0013,44,5.5.1,最高管理者负责Top management is responsible to,mixed,paragraph,paired,chunk_009_pair_010
p044_b0014,44,5.5.1,a) 确保在组织内对职责和权限进行定义，文件化和沟通,mixed,paragraph,paired,chunk_009_pair_010
p044_b0015,44,5.5.1,"ensure that responsibilities and authorities are defined, documented and communicated within the organization, b) 建立全体管理、执行和验证工作的人员之间的相互关系，以及确保为使其完成这些",mixed,paragraph,paired,chunk_009_pair_010
p044_b0016,44,5.5.1,任务所必要的独立性和权限。,zh,paragraph,paired,chunk_009_pair_010
p044_b0017,44,5.5.1,"establish the interrelation of all personnel who manage, perform and verify work affecting quality, and ensure the independence and authority necessary to perform these tasks.",en,paragraph,paired,chunk_009_pair_010
p044_b0018,44,5.5.2,5.5.2 管理者代表Management Representative,mixed,heading,header_footer,
p044_b0019,44,5.5.2,总经理被委任为管理者代表，其无论在其它方面的工作职责如何，应具有以下方面的职 责和权限：,zh,paragraph,paired,chunk_009_pair_011
p044_b0020,44,5.5.2,"The General Manager is appointed as the Management Representative who, irrespective of other responsibilities, have responsibility and authority that includes: a) 确保质量管理体系所需的过程得以建立、实施和维持。",mixed,paragraph,paired,chunk_009_pair_011
p044_b0021,44,5.5.2,"Ensuring that processes needed for the Quality Management System are established,",en,paragraph,paired,chunk_009_pair_012
p044_b0022,44,5.5.2,implemented and maintained; b) 向最高管理者报告质量管理体系的绩效以及任何需要改进的地方，及,mixed,paragraph,paired,chunk_009_pair_012
p044_b0023,44,5.5.2,Reporting to top management on the performance of the Quality Management System and any need for improvement; and c) 确保在整个集团公司内推广满足适用的法规及质量管理体系要求的意识。,mixed,paragraph,paired,chunk_009_pair_013
p044_b0024,44,5.5.2,Ensuring the promotion of awareness of applicable regulatory requirements and quality management system requirements throughout the group.,en,paragraph,paired,chunk_009_pair_013
p044_b0025,44,5.5.2,品质经理被委任为副管理者代表。,zh,paragraph,missing_english,chunk_009_pair_014
p044_b0026,44,5.5.2,The Quality Manager is appointed as the deputy Management Representative.,en,paragraph,missing_chinese,chunk_010_pair_001
p044_b0027,44,5.5.3,5.5.3 内部沟通Internal communication,mixed,heading,paired,chunk_010_pair_002
p044_b0028,44,5.5.3,许多定期会议以促进整个集团公司内部沟通。最高管理者有责任确保建立适当的沟通,zh,paragraph,paired,chunk_010_pair_003
p044_b0029,44,5.5.3,机制就质量管理体系的有效性进行沟通。定期质量会议，各公司及部门代表就供应,zh,paragraph,paired,chunk_010_pair_003
p044_b0030,44,5.5.3,商、客户及内部问题进行讨论，商讨纠正及预防措施。定期如开商业会议，质量、服,zh,paragraph,paired,chunk_010_pair_003
p044_b0031,44,5.5.3,务、制造及设计部门代表参加，评审公司业绩及客户反馈。年度管理评审会议，由管,zh,paragraph,paired,chunk_010_pair_003
p044_b0032,44,5.5.3,理者代表主持，最高管理团队参加，评审质量管理体系表现。,zh,paragraph,paired,chunk_010_pair_003
p045_b0001,45,5.5.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p045_b0002,45,5.5.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p045_b0003,45,5.5.3,页次Page No.： 第45页共83页,mixed,paragraph,header_footer,chunk_010_pair_004
p045_b0004,45,5.5.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,header_footer,header_footer,
p045_b0006,45,5.5.3,"There are a number of regular meetings to facilitate internal communications throughout the group. Top management is responsible to ensure that appropriate communication processes are established within the group and company departments; and that communication takes place regarding the effectiveness of the Quality Management System. Regular Quality Meeting, with representatives from all departments, discusses quality problems resulting from suppliers, customers and internal problems. Corrective and Preventive actions are discussed. Commercial meetings are held regularly, attended by representatives of quality, service, production, and design, to review the performance of the companies and discuss customer feedback. Annually, the Quality Management review Meeting, chaired by Management Representative and attended by the top management team, review the performance of the Quality Management System.",en,paragraph,paired,chunk_010_pair_003
p046_b0001,46,5.5.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p046_b0002,46,5.5.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p046_b0003,46,5.5.3,页次Page No.： 第46页共83页,mixed,paragraph,header_footer,chunk_010_pair_005
p046_b0004,46,5.5.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_010_pair_006
p046_b0006,46,5.6,5.6 管理评审Management review,mixed,heading,paired,chunk_010_pair_007
p046_b0008,46,5.6.1,5.6.1 概述General,mixed,heading,paired,chunk_010_pair_008
p046_b0009,46,5.6.1,管理评审会议至少每年举行一次以评审质量管理体系以确保其持续的适宜性、充分性和,zh,paragraph,paired,chunk_010_pair_009
p046_b0010,46,5.6.1,有效性。管理评审包括评价质量管理体系改进的机会和变更的需要，包括质量方针和质,zh,paragraph,paired,chunk_010_pair_009
p046_b0011,46,5.6.1,量目标。,zh,paragraph,paired,chunk_010_pair_009
p046_b0012,46,5.6.1,The management review meeting is held at least once a year to review the Quality,en,paragraph,paired,chunk_010_pair_009
p046_b0013,46,5.6.1,"Management System to ensure its continuing suitability, adequacy and effectiveness. This",en,paragraph,paired,chunk_010_pair_009
p046_b0014,46,5.6.1,review includes assessing opportunities for improvement and the need for changes to the,en,paragraph,paired,chunk_010_pair_009
p046_b0015,46,5.6.1,"Quality Management System, including the quality policy and quality objectives.",en,paragraph,paired,chunk_010_pair_009
p046_b0017,46,5.6.1,管理评审记录由管理者代表维护，存于DCC。,mixed,paragraph,paired,chunk_010_pair_010
p046_b0018,46,5.6.1,Management review records are maintained by the MR and stored in DCC.,en,paragraph,paired,chunk_010_pair_010
p046_b0019,46,5.6.2,5.6.2 评审输入Review input,mixed,heading,paired,chunk_010_pair_011
p046_b0020,46,5.6.2,管理评审输入包括但不限于以下方面的讯息：,zh,paragraph,paired,chunk_010_pair_012
p046_b0021,46,5.6.2,"The input to management review shall include, but is not limited to, information arising from:",en,paragraph,paired,chunk_010_pair_012
p046_b0022,46,5.6.2,a) 反馈；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0023,46,5.6.2,Feedback; b) 投诉处置；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0024,46,5.6.2,Complaint handling; c) 给监管机构的报告；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0025,46,5.6.2,Reporting to regulatory authorities; d) 审核；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0026,46,5.6.2,Audits e) 过程的监视和测量；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0027,46,5.6.2,Monitoring and measurement of processes; f) 产品的监视和测量；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0028,46,5.6.2,Monitoring and measurement of product; g) 纠正措施；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0029,46,5.6.2,Corrective action h) 预防措施；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0030,46,5.6.2,Preventive action i) 以往管理评审的跟踪措施；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0031,46,5.6.2,Follow-up actions from previous management reviews; j) 可能影响质量管理体系的变更；,mixed,paragraph,paired,chunk_010_pair_013
p046_b0032,46,5.6.2,Changes that could affect the quality management system; k) 改进的建议；,mixed,paragraph,paired,chunk_010_pair_013
p047_b0001,47,5.6.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p047_b0002,47,5.6.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p047_b0003,47,5.6.2,页次Page No.： 第47页共83页,mixed,paragraph,header_footer,chunk_010_pair_014
p047_b0004,47,5.6.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_010_pair_015
p047_b0006,47,5.6.2,Recommendations for improvement; l) 适用的新的或修订的法规要求。,mixed,paragraph,paired,chunk_010_pair_016
p047_b0007,47,5.6.2,Applicable new or revised regulatory requirements.,en,paragraph,paired,chunk_010_pair_016
p047_b0008,47,5.6.3,5.6.3 评审输出Review output,mixed,heading,paired,chunk_010_pair_017
p047_b0009,47,5.6.3,管理评审输出应予以记录（见4.2.5）并包括经评审的输入和于以下方面有关的任何决定,zh,paragraph,paired,chunk_010_pair_018
p047_b0010,47,5.6.3,和措施：,zh,paragraph,paired,chunk_010_pair_018
p047_b0011,47,5.6.3,The output from management review shall be recorded (see 4.2.5) and include the input,en,paragraph,paired,chunk_010_pair_018
p047_b0012,47,5.6.3,reviewed and any decisions and actions related to:,en,paragraph,paired,chunk_010_pair_018
p047_b0013,47,5.6.3,a) 保持质量管理体系及其过程适宜性、充分性和有效性所需的改进；,mixed,paragraph,paired,chunk_010_pair_019
p047_b0014,47,5.6.3,"Improvement needed to maintain the suitability, adequacy, and effectiveness of the quality management system and its processes; b) 与客户要求有关的产品之改进；",mixed,paragraph,paired,chunk_010_pair_019
p047_b0015,47,5.6.3,Improvement of product in accordance with customer requirements; c) 响应适用的新的或修订的法规要求所需的改变；,mixed,paragraph,paired,chunk_010_pair_019
p047_b0016,47,5.6.3,Changes needed to respond to applicable new or revised regulatory requirements; d) 资源需求,mixed,paragraph,paired,chunk_011_pair_001
p047_b0017,47,5.6.3,Resource needs,en,paragraph,paired,chunk_011_pair_001
p047_b0018,47,5.6.3,5.6.4 辅助程序Supporting Procedures,mixed,header_footer,header_footer,
p047_b0019,47,5.6.3,QSP0501 管理评审Management Review QSP0723 監管策略 Regulatory Strategy,mixed,paragraph,standalone,chunk_011_pair_019
p048_b0001,48,5.6.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p048_b0002,48,5.6.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p048_b0003,48,5.6.3,页次Page No.： 第48页共83页,mixed,paragraph,header_footer,chunk_011_pair_020
p048_b0004,48,5.6.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_011_pair_021
p048_b0006,48,6.0,6.0 资源管理Resource management,mixed,heading,standalone,chunk_011_pair_022
p048_b0007,48,6.1,6.1 资源之提供Provision of resources,mixed,heading,standalone,chunk_011_pair_023
p048_b0009,48,6.1,管理层有责任提供为了实施和维持质量管理体系，以及持续改善其有效性及效率的所需资源， 以达至,zh,paragraph,paired,chunk_011_pair_002
p048_b0010,48,6.1,"Management is responsible to determine and provide the resources needed to implement and maintain the Quality Management System and continue its effectiveness and efficiencies, and",en,paragraph,paired,chunk_011_pair_002
p048_b0011,48,6.1,a) 满足客户及其产品的合理要求,mixed,paragraph,paired,chunk_011_pair_003
p048_b0012,48,6.1,Meet requirements of the customer and its product b) 满足适用的法规要求。,mixed,paragraph,paired,chunk_011_pair_004
p048_b0013,48,6.1,Meet applicable regulatory requirements.,en,paragraph,paired,chunk_011_pair_004
p048_b0014,48,6.2,6.2 人力资源Human Resources,mixed,heading,standalone,chunk_011_pair_024
p048_b0016,48,6.2.1,6.2.1 概述General,mixed,heading,standalone,chunk_011_pair_025
p048_b0017,48,6.2.1,基于合适的教育、培训、和工作人员的技能和经验，管理层有责任确保从事影响产品,zh,paragraph,paired,chunk_011_pair_005
p048_b0018,48,6.2.1,质量工作的人员是能够胜任的。,zh,paragraph,paired,chunk_011_pair_005
p048_b0019,48,6.2.1,The management is responsible to ensure that personnel performing work affecting,en,paragraph,paired,chunk_011_pair_005
p048_b0020,48,6.2.1,"product quality are competent on the basis of appropriate education, training, skills and",en,paragraph,paired,chunk_011_pair_005
p048_b0021,48,6.2.1,experience.,en,paragraph,paired,chunk_011_pair_005
p048_b0022,48,6.2.2,"6.2.2 资格、意识和培训Competence, awareness and training",mixed,heading,standalone,chunk_011_pair_026
p048_b0023,48,6.2.2,部门负责人负责Department heads are responsible to,mixed,paragraph,paired,chunk_011_pair_006
p048_b0024,48,6.2.2,a) 确定其从事影响产品质量工作之下属所必需的资格﹔,mixed,paragraph,paired,chunk_011_pair_007
p048_b0025,48,6.2.2,"Determine the qualification of those subordinates who are involved in work affecting product quality, b) 提供合适的培训或采取其它措施以满足这些需求﹔",mixed,paragraph,paired,chunk_011_pair_008
p048_b0026,48,6.2.2,"Provide appropriate training or take other actions to satisfy these needs, c) 评估所采取措施的有效性﹔",mixed,paragraph,paired,chunk_011_pair_009
p048_b0027,48,6.2.2,"Evaluate the effectiveness of the actions taken, d) 确保其下属均意识到所从事工作的实质意义和重要性，以及其如何为实现质量目",mixed,paragraph,paired,chunk_011_pair_010
p048_b0028,48,6.2.2,标作出贡献。,zh,paragraph,paired,chunk_011_pair_010
p048_b0029,48,6.2.2,Ensure that their subordinates are aware of the relevance and importance of their activities and how they can contribute to fulfill the quality objectives. 行政人事部负责维护教育、培训、技能和经验的记录（见4.2.5）。,mixed,paragraph,paired,chunk_011_pair_011
p048_b0030,48,6.2.2,"The Administration & Personnel is responsible for maintaining records of education, training,",en,paragraph,paired,chunk_011_pair_011
p049_b0001,49,6.2.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p049_b0002,49,6.2.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p049_b0003,49,6.2.2,页次Page No.： 第49页共83页,mixed,paragraph,header_footer,chunk_011_pair_027
p049_b0004,49,6.2.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_011_pair_028
p049_b0006,49,6.2.2,skills and experience (see 4.2.5). 行政人事部主管负责制订一份年度培训计划并确保所计划的培训得到执行。,mixed,paragraph,paired,chunk_011_pair_012
p049_b0007,49,6.2.2,The Administration & Personnel Supervisor is responsible to prepare an annual training plan and ensure that the planned training is carried out. 对于提供培训或采取其他措施的有效性的检查方法应与工作相关的风险相适应。,mixed,paragraph,paired,chunk_011_pair_013
p049_b0008,49,6.2.2,The methodology used to check effectiveness is proportionate to the risk associated with the work for which the training or other action is being provided.,en,paragraph,paired,chunk_011_pair_013
p049_b0009,49,6.2.3,6.2.3 辅助程序Supporting Procedures,mixed,heading,standalone,chunk_011_pair_029
p049_b0011,49,6.2.3,QSP0601 培训Training,mixed,paragraph,standalone,chunk_011_pair_030
p049_b0012,49,6.2.3,QSP0723 監管策略 Regulatory Strategy,mixed,header_footer,header_footer,
p050_b0001,50,6.2.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p050_b0002,50,6.2.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p050_b0003,50,6.2.3,页次Page No.： 第50页共83页,mixed,paragraph,header_footer,chunk_011_pair_031
p050_b0004,50,6.2.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_011_pair_032
p050_b0006,50,6.3,6.3 基础设施Infrastructure,mixed,heading,standalone,chunk_011_pair_033
p050_b0008,50,6.3.1,6.3.1 为达到产品符合要求、防止产品混淆和确保产品有序处置，管理层应负责确定、提供,zh,heading,paired,chunk_011_pair_014
p050_b0009,50,6.3.1,并维护所需的基础设施，将所需的基础设施的要求形成文件。基础设施包括(如适用,zh,paragraph,paired,chunk_011_pair_014
p050_b0010,50,6.3.1,时) ：,zh,paragraph,paired,chunk_011_pair_014
p050_b0011,50,6.3.1,"The management is responsible for the documentation of determining, providing and",en,paragraph,paired,chunk_011_pair_014
p050_b0012,50,6.3.1,"maintaining the infrastructure required to achieve conformity to product requirements,",en,paragraph,paired,chunk_011_pair_014
p050_b0013,50,6.3.1,"prevent product mix-up and ensure orderly handling of product. Infrastructure includes, as",en,paragraph,paired,chunk_011_pair_014
p050_b0014,50,6.3.1,applicable a) 建筑物、工作场所和相关的设施﹔,mixed,paragraph,paired,chunk_011_pair_015
p050_b0015,50,6.3.1,"Buildings, workspace and associated utilities; b) 过程设备（硬件和软件）﹔及",mixed,paragraph,paired,chunk_011_pair_016
p050_b0016,50,6.3.1,"Process equipment (both hardware and software), and c) 支持性服务（如运输、通讯或信息系统）。",mixed,paragraph,paired,chunk_011_pair_017
p050_b0017,50,6.3.1,"Supporting services (such as transport, communication, or information systems). 当基础设施的维修保养活动或缺少这种维修保养活动而有可能影响产品质量时，应建立",mixed,paragraph,paired,chunk_011_pair_018
p050_b0018,50,6.3.1,维修保养活动的形成文件的程序，包括它们的维修保养频次。适当时，要求应适用于生 产设备、工作环境控制设备和监视测量设备。,zh,paragraph,paired,chunk_011_pair_018
p050_b0019,50,6.3.1,"Documented procedures are established for maintenance and repair activities, including their",en,paragraph,paired,chunk_011_pair_018
p050_b0020,50,6.3.1,"frequencies, when such activities or lack thereof can affect product quality. As appropriate, the requirements shall apply to equipment used in production, the control of the work",en,paragraph,unpaired,
p050_b0021,50,6.3.1,environment and monitoring and measurement.,en,paragraph,unpaired,
p050_b0023,50,6.3.2,6.3.2 维修保养记录由生产部保存（见4.2.5）。,zh,heading,paired,chunk_012_pair_001
p050_b0024,50,6.3.2,Maintenance and Repair records are maintained in Production (see 4.2.5).,en,paragraph,paired,chunk_012_pair_001
p050_b0025,50,6.3.3,6.3.3 辅助程序Supporting Procedures,mixed,heading,standalone,chunk_012_pair_002
p050_b0026,50,6.3.3,QSP0715 设备的管理、维修及保养,mixed,paragraph,paired,chunk_012_pair_003
p050_b0027,50,6.3.3,"Management, Repair and Maintenance of Equipment",en,paragraph,paired,chunk_012_pair_003
p051_b0001,51,6.3.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p051_b0002,51,6.3.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p051_b0003,51,6.3.3,页次Page No.： 第51页共83页,mixed,paragraph,header_footer,chunk_012_pair_004
p051_b0004,51,6.3.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_012_pair_005
p051_b0006,51,6.4,6.4 工作环境和污染控制Work environment and contamination control,mixed,heading,standalone,chunk_012_pair_006
